Access ID,User ID,Spark ID,Timestamp,Viewed Slideshow,Downloaded Slideshow,Watched Tutorial Video,Accessed Extension Activities,Used AI Playbook Maker,Downloaded AI Playbook,Booked Support Session,Session Length (min),Resources Accessed (Count),Resources Accessed (%)
576,40,5,2025-04-14 23:07:57,False,True,False,False,False,False,False,38,4,57.14
576,40,5,2025-04-15 01:08:57,True,False,False,False,False,False,False,38,1,14.29
624,41,5,2025-04-07 23:10:07,True,False,False,False,False,False,False,50,4,57.14
153,41,9,2025-04-07 23:12:03,True,False,False,False,False,False,False,46,7,100.0
153,41,9,2025-04-08 00:41:03,False,False,True,False,False,False,False,46,2,28.57
153,41,9,2025-04-08 01:09:03,False,True,False,False,False,False,False,46,3,42.86
624,41,5,2025-04-08 01:59:07,False,False,True,False,False,False,False,50,4,57.14
624,41,5,2025-04-08 02:37:07,False,False,True,False,False,False,False,50,2,28.57
153,41,9,2025-04-08 03:09:03,False,False,False,False,False,False,True,46,4,57.14
631,41,17,2025-04-20 23:12:19,False,True,False,False,False,False,False,54,3,42.86
631,41,17,2025-04-21 00:14:19,False,False,False,False,False,False,True,54,1,14.29
655,42,3,2025-04-12 23:12:30,False,False,False,False,True,False,False,40,4,57.14
655,42,3,2025-04-13 00:52:30,False,False,True,False,False,False,False,40,2,28.57
271,43,16,2025-04-08 23:10:31,False,False,False,False,False,False,True,46,2,28.57
271,43,16,2025-04-08 23:43:31,False,False,False,False,False,True,False,46,2,28.57
109,43,4,2025-04-13 23:09:28,False,False,False,True,False,False,False,40,2,28.57
109,43,4,2025-04-13 23:38:28,False,False,False,False,False,True,False,40,3,42.86
109,43,4,2025-04-14 01:41:28,False,True,False,False,False,False,False,40,5,71.43
109,43,4,2025-04-14 04:13:28,False,False,True,False,False,False,False,40,3,42.86
903,44,6,2025-04-20 23:07:42,False,False,False,False,True,False,False,46,4,57.14
903,44,6,2025-04-21 02:06:42,False,False,True,False,False,False,False,46,5,71.43
669,45,2,2025-04-05 23:09:36,False,False,False,False,True,False,False,36,4,57.14
669,45,2,2025-04-06 01:57:36,False,True,False,False,False,False,False,36,2,28.57
669,45,2,2025-04-06 03:54:36,False,False,False,False,True,False,False,36,4,57.14
669,45,2,2025-04-06 05:39:36,False,False,False,False,False,False,True,36,4,57.14
763,46,2,2025-04-05 23:09:09,False,True,False,False,False,False,False,44,3,42.86
763,46,2,2025-04-06 01:40:09,False,False,False,False,False,True,False,44,3,42.86
763,46,2,2025-04-06 03:17:09,False,False,False,False,False,True,False,44,3,42.86
640,48,17,2025-04-17 23:09:19,False,False,False,False,True,False,False,6,5,71.43
640,48,17,2025-04-18 01:31:19,False,False,False,True,False,False,False,6,1,14.29
640,48,17,2025-04-18 03:54:19,False,False,False,True,False,False,False,6,6,85.71
640,48,17,2025-04-18 05:38:19,True,False,False,False,False,False,False,6,6,85.71
858,50,18,2025-04-12 23:12:33,True,False,False,False,False,False,False,51,3,42.86
858,50,18,2025-04-13 00:52:33,False,False,False,True,False,False,False,51,3,42.86
858,50,18,2025-04-13 02:33:33,True,False,False,False,False,False,False,51,3,42.86
858,50,18,2025-04-13 04:53:33,False,False,False,False,False,False,True,51,3,42.86
275,50,4,2025-04-16 23:08:32,False,False,False,True,False,False,False,21,2,28.57
275,50,4,2025-04-17 02:03:32,True,False,False,False,False,False,False,21,2,28.57
275,50,4,2025-04-17 04:59:32,False,True,False,False,False,False,False,21,5,71.43
87,51,11,2025-04-17 23:10:04,False,False,False,True,False,False,False,59,5,71.43
87,51,11,2025-04-18 00:19:04,False,False,False,False,False,True,False,59,3,42.86
87,51,11,2025-04-18 00:34:04,False,False,False,False,False,False,True,59,2,28.57
87,51,11,2025-04-18 02:14:04,False,False,False,True,False,False,False,59,5,71.43
174,52,6,2025-04-17 23:08:50,False,True,False,False,False,False,False,48,5,71.43
174,52,6,2025-04-18 01:59:50,False,False,False,False,True,False,False,48,4,57.14
174,52,6,2025-04-18 04:01:50,False,False,False,False,False,False,True,48,5,71.43
19,53,1,2025-04-05 23:10:49,False,False,False,False,False,True,False,36,2,28.57
19,53,1,2025-04-06 01:31:49,False,False,False,False,True,False,False,36,3,42.86
19,53,1,2025-04-06 01:48:49,False,False,False,False,False,False,True,36,4,57.14
19,53,1,2025-04-06 03:34:49,False,False,False,True,False,False,False,36,1,14.29
762,54,4,2025-04-13 23:10:14,False,False,False,False,True,False,False,29,5,71.43
659,54,9,2025-04-13 23:12:11,False,False,True,False,False,False,False,16,2,28.57
762,54,4,2025-04-13 23:16:14,False,False,False,False,True,False,False,29,2,28.57
659,54,9,2025-04-13 23:57:11,False,False,False,False,False,True,False,16,3,42.86
762,54,4,2025-04-14 00:17:14,False,True,False,False,False,False,False,29,3,42.86
762,54,4,2025-04-14 01:29:14,False,False,False,False,True,False,False,29,4,57.14
659,54,9,2025-04-14 01:39:11,False,False,True,False,False,False,False,16,4,57.14
11,54,2,2025-04-14 23:11:15,True,False,False,False,False,False,False,46,5,71.43
11,54,2,2025-04-15 00:17:15,False,False,True,False,False,False,False,46,2,28.57
371,55,8,2025-04-03 23:10:14,False,True,False,False,False,False,False,51,5,71.43
371,55,8,2025-04-04 01:28:14,False,False,False,False,False,True,False,51,4,57.14
371,55,8,2025-04-04 01:56:14,False,False,False,True,False,False,False,51,2,28.57
371,55,8,2025-04-04 02:45:14,False,False,False,False,False,True,False,51,4,57.14
569,56,7,2025-04-14 23:08:00,False,False,False,False,True,False,False,41,3,42.86
569,56,7,2025-04-15 01:41:00,False,False,False,False,False,True,False,41,3,42.86
569,56,7,2025-04-15 02:09:00,False,False,False,False,True,False,False,41,5,71.43
392,59,12,2025-04-13 23:11:44,False,False,False,False,False,False,True,23,6,85.71
392,59,12,2025-04-14 00:26:44,True,False,False,False,False,False,False,23,3,42.86
392,59,12,2025-04-14 02:19:44,False,False,True,False,False,False,False,23,4,57.14
733,59,8,2025-04-14 23:08:11,False,False,False,False,True,False,False,10,4,57.14
733,59,8,2025-04-15 00:04:11,False,False,False,False,False,False,True,10,6,85.71
733,59,8,2025-04-15 00:11:11,False,False,False,False,True,False,False,10,2,28.57
786,59,16,2025-04-15 23:13:22,False,True,False,False,False,False,False,2,6,85.71
786,59,16,2025-04-15 23:54:22,False,False,False,False,True,False,False,2,5,71.43
786,59,16,2025-04-16 00:31:22,False,True,False,False,False,False,False,2,5,71.43
786,59,16,2025-04-16 01:45:22,False,True,False,False,False,False,False,2,4,57.14
194,60,14,2025-04-02 23:07:35,False,False,False,False,False,True,False,25,3,42.86
194,60,14,2025-04-03 02:03:35,False,False,False,False,True,False,False,25,4,57.14
194,60,14,2025-04-03 04:15:35,False,True,False,False,False,False,False,25,5,71.43
536,61,16,2025-04-05 23:11:24,False,False,False,True,False,False,False,35,3,42.86
536,61,16,2025-04-06 00:06:24,False,False,False,False,True,False,False,35,3,42.86
536,61,16,2025-04-06 01:59:24,False,False,False,False,False,True,False,35,5,71.43
685,61,3,2025-04-19 23:11:35,False,False,False,False,False,False,True,51,4,57.14
685,61,3,2025-04-19 23:27:35,False,False,False,False,False,True,False,51,4,57.14
685,61,3,2025-04-20 01:21:35,True,False,False,False,False,False,False,51,4,57.14
630,63,16,2025-04-03 23:12:14,False,False,True,False,False,False,False,36,6,85.71
630,63,16,2025-04-04 02:07:14,False,False,False,False,False,False,True,36,2,28.57
745,63,2,2025-04-12 23:08:05,False,False,False,True,False,False,False,46,2,28.57
745,63,2,2025-04-13 02:05:05,False,False,False,True,False,False,False,46,5,71.43
745,63,2,2025-04-13 02:15:05,False,False,False,False,False,True,False,46,2,28.57
745,63,2,2025-04-13 03:23:05,True,False,False,False,False,False,False,46,3,42.86
372,64,18,2025-04-17 23:10:18,False,False,False,False,True,False,False,50,3,42.86
372,64,18,2025-04-18 00:24:18,False,False,False,False,True,False,False,50,3,42.86
148,66,10,2025-04-04 23:12:20,False,False,False,False,False,False,True,1,4,57.14
148,66,10,2025-04-05 01:58:20,True,False,False,False,False,False,False,1,5,71.43
148,66,10,2025-04-05 02:42:20,False,False,False,True,False,False,False,1,3,42.86
148,66,10,2025-04-05 03:31:20,False,False,True,False,False,False,False,1,3,42.86
300,67,9,2025-04-14 23:09:31,False,True,False,False,False,False,False,4,3,42.86
300,67,9,2025-04-15 01:05:31,False,False,True,False,False,False,False,4,3,42.86
300,67,9,2025-04-15 01:24:31,False,False,False,False,False,False,True,4,4,57.14
875,68,15,2025-04-13 23:12:55,False,True,False,False,False,False,False,24,4,57.14
875,68,15,2025-04-14 01:49:55,False,True,False,False,False,False,False,24,4,57.14
875,68,15,2025-04-14 02:20:55,False,False,False,False,True,False,False,24,3,42.86
874,69,3,2025-04-19 23:12:32,False,False,False,False,True,False,False,20,2,28.57
874,69,3,2025-04-20 01:33:32,False,False,False,False,False,False,True,20,2,28.57
874,69,3,2025-04-20 04:22:32,False,False,True,False,False,False,False,20,5,71.43
357,70,2,2025-04-12 23:12:28,False,True,False,False,False,False,False,52,1,14.29
357,70,2,2025-04-12 23:50:28,False,False,False,False,True,False,False,52,4,57.14
357,70,2,2025-04-13 02:13:28,False,False,True,False,False,False,False,52,2,28.57
462,71,4,2025-04-10 23:08:28,False,False,False,True,False,False,False,10,2,28.57
462,71,4,2025-04-11 01:23:28,False,True,False,False,False,False,False,10,2,28.57
462,71,4,2025-04-11 01:39:28,False,False,False,False,True,False,False,10,2,28.57
625,73,8,2025-04-04 23:08:16,False,False,False,False,False,False,True,1,2,28.57
318,73,15,2025-04-04 23:11:17,False,False,False,False,False,False,True,58,5,71.43
318,73,15,2025-04-05 00:56:17,False,False,False,False,True,False,False,58,4,57.14
625,73,8,2025-04-05 01:41:16,False,False,True,False,False,False,False,1,1,14.29
318,73,15,2025-04-05 03:35:17,True,False,False,False,False,False,False,58,4,57.14
625,73,8,2025-04-05 04:06:16,False,False,False,False,False,False,True,1,4,57.14
625,73,8,2025-04-05 05:51:16,False,True,False,False,False,False,False,1,6,85.71
101,75,18,2025-04-19 23:10:10,False,False,False,True,False,False,False,7,2,28.57
101,75,18,2025-04-20 01:44:10,False,True,False,False,False,False,False,7,2,28.57
101,75,18,2025-04-20 02:05:10,False,False,False,False,False,False,True,7,3,42.86
238,76,2,2025-04-08 23:13:09,False,False,False,False,False,False,True,32,4,57.14
238,76,2,2025-04-09 01:40:09,False,True,False,False,False,False,False,32,3,42.86
826,77,11,2025-04-07 23:09:14,False,False,False,False,False,False,True,57,4,57.14
826,77,11,2025-04-08 01:51:14,True,False,False,False,False,False,False,57,5,71.43
826,77,11,2025-04-08 02:44:14,False,False,True,False,False,False,False,57,1,14.29
147,77,13,2025-04-11 23:11:12,False,False,False,False,True,False,False,7,2,28.57
147,77,13,2025-04-11 23:57:12,False,False,False,True,False,False,False,7,5,71.43
147,77,13,2025-04-12 00:07:12,False,False,False,False,False,False,False,7,0,0.0
147,77,13,2025-04-12 01:49:12,False,False,True,False,False,False,False,7,5,71.43
71,77,17,2025-04-14 23:13:34,False,False,True,False,False,False,False,54,3,42.86
71,77,17,2025-04-15 00:46:34,True,False,False,False,False,False,False,54,6,85.71
71,77,17,2025-04-15 01:12:34,False,False,False,False,False,False,True,54,3,42.86
71,77,17,2025-04-15 04:04:34,False,False,False,False,False,True,False,54,3,42.86
746,77,1,2025-04-20 23:09:50,False,False,True,False,False,False,False,35,5,71.43
746,77,1,2025-04-21 01:57:50,True,False,False,False,False,False,False,35,3,42.86
746,77,1,2025-04-21 02:18:50,False,True,False,False,False,False,False,35,3,42.86
746,77,1,2025-04-21 02:31:50,False,False,False,True,False,False,False,35,4,57.14
445,78,4,2025-04-16 23:07:49,False,False,False,False,True,False,False,25,4,57.14
445,78,4,2025-04-17 01:52:49,False,False,False,False,False,True,False,25,3,42.86
445,78,4,2025-04-17 02:47:49,False,False,True,False,False,False,False,25,5,71.43
337,79,5,2025-04-10 23:12:11,True,False,False,False,False,False,False,29,6,85.71
337,79,5,2025-04-11 01:23:11,True,False,False,False,False,False,False,29,5,71.43
337,79,5,2025-04-11 03:43:11,False,True,False,False,False,False,False,29,4,57.14
885,80,11,2025-04-15 23:12:30,False,False,False,False,False,False,True,23,5,71.43
885,80,11,2025-04-16 01:25:30,False,False,False,False,True,False,False,23,4,57.14
885,80,11,2025-04-16 03:43:30,False,False,False,False,True,False,False,23,1,14.29
885,80,11,2025-04-16 06:21:30,False,True,False,False,False,False,False,23,4,57.14
354,81,5,2025-04-09 23:09:44,False,False,False,False,True,False,False,47,3,42.86
354,81,5,2025-04-10 00:13:44,False,False,False,False,False,False,True,47,4,57.14
626,81,13,2025-04-10 23:10:49,False,False,False,False,False,False,True,6,4,57.14
626,81,13,2025-04-11 00:03:49,False,False,True,False,False,False,False,6,4,57.14
374,82,5,2025-04-17 23:08:39,False,False,False,False,True,False,False,41,5,71.43
374,82,5,2025-04-17 23:44:39,False,False,True,False,False,False,False,41,5,71.43
865,83,16,2025-04-03 23:08:07,False,True,False,False,False,False,False,55,2,28.57
865,83,16,2025-04-04 01:44:07,False,False,False,False,True,False,False,55,2,28.57
865,83,16,2025-04-04 02:16:07,False,True,False,False,False,False,False,55,2,28.57
865,83,16,2025-04-04 04:33:07,False,True,False,False,False,False,False,55,2,28.57
835,84,10,2025-04-12 23:13:14,False,False,False,False,False,True,False,48,4,57.14
835,84,10,2025-04-12 23:19:14,False,False,False,False,False,False,True,48,3,42.86
835,84,10,2025-04-12 23:43:14,False,True,False,False,False,False,False,48,2,28.57
662,85,7,2025-04-11 23:10:40,False,False,False,False,False,False,False,48,0,0.0
662,85,7,2025-04-12 00:20:40,False,False,False,False,False,False,True,48,1,14.29
306,86,7,2025-04-13 23:10:13,False,False,False,True,False,False,False,20,4,57.14
306,86,7,2025-04-14 00:17:13,True,False,False,False,False,False,False,20,1,14.29
845,86,3,2025-04-14 23:12:41,False,True,False,False,False,False,False,45,4,57.14
845,86,3,2025-04-15 01:51:41,False,True,False,False,False,False,False,45,5,71.43
845,86,3,2025-04-15 03:20:41,False,False,False,True,False,False,False,45,5,71.43
540,88,7,2025-04-19 23:08:01,False,False,False,False,False,True,False,14,4,57.14
540,88,7,2025-04-20 01:45:01,False,False,False,False,False,True,False,14,2,28.57
540,88,7,2025-04-20 03:44:01,False,False,False,False,False,False,False,14,0,0.0
47,89,17,2025-04-08 23:07:44,False,False,True,False,False,False,False,9,2,28.57
47,89,17,2025-04-09 01:31:44,False,False,False,False,False,True,False,9,4,57.14
47,89,17,2025-04-09 03:16:44,True,False,False,False,False,False,False,9,2,28.57
47,89,17,2025-04-09 03:38:44,False,False,False,False,True,False,False,9,5,71.43
599,89,7,2025-04-16 23:09:14,False,True,False,False,False,False,False,53,5,71.43
599,89,7,2025-04-17 01:03:14,False,False,False,False,False,False,True,53,4,57.14
599,89,7,2025-04-17 01:41:14,False,False,False,False,True,False,False,53,4,57.14
599,89,7,2025-04-17 04:19:14,False,False,False,False,False,False,True,53,4,57.14
59,90,1,2025-04-02 23:12:23,False,False,False,False,True,False,False,4,6,85.71
59,90,1,2025-04-02 23:23:23,False,False,True,False,False,False,False,4,3,42.86
59,90,1,2025-04-03 01:25:23,True,False,False,False,False,False,False,4,2,28.57
678,92,4,2025-04-06 23:08:13,False,False,False,False,False,True,False,4,4,57.14
678,92,4,2025-04-07 01:29:13,False,False,False,True,False,False,False,4,3,42.86
678,92,4,2025-04-07 03:12:13,False,False,True,False,False,False,False,4,3,42.86
872,92,9,2025-04-17 23:07:39,False,False,False,True,False,False,False,45,3,42.86
872,92,9,2025-04-17 23:22:39,False,False,False,True,False,False,False,45,5,71.43
848,93,7,2025-04-04 23:07:41,False,False,False,True,False,False,False,43,6,85.71
848,93,7,2025-04-05 01:00:41,False,False,False,False,True,False,False,43,5,71.43
848,93,7,2025-04-05 01:24:41,True,False,False,False,False,False,False,43,4,57.14
689,93,14,2025-04-19 23:13:29,False,False,False,False,False,False,True,16,2,28.57
689,93,14,2025-04-20 01:35:29,False,False,False,False,False,False,True,16,4,57.14
689,93,14,2025-04-20 04:12:29,False,False,False,False,True,False,False,16,4,57.14
689,93,14,2025-04-20 06:57:29,False,False,False,True,False,False,False,16,4,57.14
922,94,17,2025-04-11 23:07:47,False,False,False,False,False,False,True,49,3,42.86
922,94,17,2025-04-12 00:56:47,False,False,False,False,True,False,False,49,3,42.86
922,94,17,2025-04-12 01:39:47,False,False,True,False,False,False,False,49,3,42.86
642,96,11,2025-04-17 23:08:50,False,False,False,False,False,False,True,47,5,71.43
642,96,11,2025-04-18 00:56:50,False,True,False,False,False,False,False,47,6,85.71
738,97,9,2025-04-05 23:12:17,False,False,False,False,True,False,False,35,4,57.14
738,97,9,2025-04-05 23:55:17,False,False,False,True,False,False,False,35,3,42.86
541,97,14,2025-04-16 23:10:11,False,False,False,False,False,False,True,20,2,28.57
541,97,14,2025-04-17 00:35:11,False,False,False,True,False,False,False,20,6,85.71
541,97,14,2025-04-17 01:40:11,False,False,False,False,False,False,True,20,3,42.86
466,97,5,2025-04-20 23:09:54,False,False,False,False,True,False,False,20,4,57.14
466,97,5,2025-04-21 02:02:54,False,False,False,True,False,False,False,20,1,14.29
466,97,5,2025-04-21 03:04:54,False,False,False,False,True,False,False,20,3,42.86
466,97,5,2025-04-21 04:17:54,False,False,False,False,False,False,True,20,1,14.29
634,98,17,2025-04-01 23:12:46,False,False,False,True,False,False,False,48,3,42.86
634,98,17,2025-04-01 23:40:46,False,False,True,False,False,False,False,48,6,85.71
634,98,17,2025-04-02 02:27:46,False,False,False,False,False,False,True,48,4,57.14
399,99,2,2025-04-01 23:10:09,False,False,False,True,False,False,False,53,3,42.86
399,99,2,2025-04-02 00:59:09,False,False,False,False,True,False,False,53,2,28.57
399,99,2,2025-04-02 03:57:09,False,False,False,False,False,True,False,53,4,57.14
31,99,11,2025-04-12 23:08:57,False,False,False,True,False,False,False,15,3,42.86
31,99,11,2025-04-13 01:44:57,False,True,False,False,False,False,False,15,3,42.86
897,102,12,2025-04-02 23:13:01,False,False,True,False,False,False,False,54,3,42.86
897,102,12,2025-04-02 23:37:01,False,False,True,False,False,False,False,54,1,14.29
897,102,12,2025-04-03 01:45:01,True,False,False,False,False,False,False,54,4,57.14
99,103,12,2025-04-07 23:11:43,False,False,True,False,False,False,False,35,4,57.14
475,103,7,2025-04-07 23:12:34,False,False,False,False,False,False,True,1,3,42.86
475,103,7,2025-04-07 23:49:34,False,False,False,False,False,False,True,1,4,57.14
475,103,7,2025-04-08 00:01:34,False,False,False,True,False,False,False,1,2,28.57
99,103,12,2025-04-08 00:45:43,False,False,False,False,False,False,True,35,3,42.86
838,104,13,2025-04-09 23:10:13,False,True,False,False,False,False,False,8,3,42.86
838,104,13,2025-04-10 00:07:13,False,False,False,False,False,True,False,8,1,14.29
838,104,13,2025-04-10 01:37:13,False,False,False,False,True,False,False,8,3,42.86
519,105,4,2025-04-02 23:09:22,False,True,False,False,False,False,False,9,4,57.14
519,105,4,2025-04-03 01:04:22,False,False,False,True,False,False,False,9,5,71.43
519,105,4,2025-04-03 02:32:22,False,False,False,False,False,True,False,9,3,42.86
164,105,4,2025-04-06 23:11:56,False,False,False,False,True,False,False,40,4,57.14
164,105,4,2025-04-07 01:07:56,True,False,False,False,False,False,False,40,3,42.86
